1.15269e+06,1.14507e+06,1.13675e+06,1.13252e+06,1.12493e+06,1.11791e+06,1.11202e+06,1.10419e+06,1.09084e+06,1.08983e+06,1.07428e+06,1.07099e+06,1.07072e+06,1.06873e+06,1.07021e+06,1.07363e+06,1.07822e+06,1.08336e+06,1.09081e+06,1.09134e+06,1.10294e+06,1.109e+06,1.11555e+06,1.11881e+06,1.12633e+06,1.1326e+06,1.14247e+06,1.14921e+06,1.15712e+06,1.1619e+06,1.16468e+06,1.17372e+06,1.18095e+06,1.18468e+06,1.19285e+06,1.20098e+06,1.2026e+06,1.20891e+06,1.20794e+06,1.21333e+06,1.2125e+06,1.21164e+06,1.21195e+06,1.20699e+06,1.2087e+06,1.20282e+06,1.19727e+06,1.19278e+06,1.18904e+06,1.18224e+06,1.17453e+06,1.17053e+06,1.16833e+06,1.16718e+06,1.17143e+06,1.17039e+06,1.17049e+06,1.16852e+06,1.16691e+06,1.16422e+06,1.16104e+06,1.16017e+06,1.15733e+06,1.15546e+06
1.14717e+06,1.13636e+06,1.13395e+06,1.12669e+06,1.12074e+06,1.11374e+06,1.11051e+06,1.09872e+06,1.09374e+06,1.08458e+06,1.07842e+06,1.06717e+06,1.06809e+06,1.06413e+06,1.06476e+06,1.06807e+06,1.07009e+06,1.07394e+06,1.08057e+06,1.08326e+06,1.09637e+06,1.09615e+06,1.10662e+06,1.11352e+06,1.12175e+06,1.13203e+06,1.13685e+06,1.1432e+06,1.1494e+06,1.15151e+06,1.16043e+06,1.16626e+06,1.1703e+06,1.18193e+06,1.18322e+06,1.19169e+06,1.19093e+06,1.20011e+06,1.19641e+06,1.20149e+06,1.20553e+06,1.20493e+06,1.20736e+06,1.20636e+06,1.20165e+06,1.1977e+06,1.19562e+06,1.19031e+06,1.18473e+06,1.17946e+06,1.17809e+06,1.17173e+06,1.17157e+06,1.17126e+06,1.16499e+06,1.17191e+06,1.16642e+06,1.16176e+06,1.15928e+06,1.15704e+06,1.15636e+06,1.15171e+06,1.15711e+06,1.14435e+06
1.14028e+06,1.13238e+06,1.12461e+06,1.122e+06,1.11059e+06,1.11014e+06,1.09661e+06,1.09607e+06,1.08478e+06,1.07889e+06,1.07169e+06,1.06963e+06,1.06584e+06,1.05819e+06,1.06166e+06,1.06263e+06,1.06e+06,1.06785e+06,1.07522e+06,1.07807e+06,1.08426e+06,1.09196e+06,1.10031e+06,1.11077e+06,1.11824e+06,1.12574e+06,1.13335e+06,1.14228e+06,1.13993e+06,1.1481e+06,1.1536e+06,1.15915e+06,1.16446e+06,1.17149e+06,1.17899e+06,1.18387e+06,1.18502e+06,1.1875e+06,1.18905e+06,1.19027e+06,1.18983e+06,1.19465e+06,1.19698e+06,1.19267e+06,1.19609e+06,1.1937e+06,1.18845e+06,1.18785e+06,1.1824e+06,1.17915e+06,1.17673e+06,1.16924e+06,1.16912e+06,1.16375e+06,1.16883e+06,1.15988e+06,1.15764e+06,1.15485e+06,1.15383e+06,1.15219e+06,1.14467e+06,1.14827e+06,1.14313e+06,1.13939e+06
1.13018e+06,1.11975e+06,1.12075e+06,1.11591e+06,1.1084e+06,1.10443e+06,1.09476e+06,1.08837e+06,1.07959e+06,1.07051e+06,1.06766e+06,1.06187e+06,1.05832e+06,1.06142e+06,1.05727e+06,1.05606e+06,1.05921e+06,1.05889e+06,1.06737e+06,1.07257e+06,1.07627e+06,1.08742e+06,1.09522e+06,1.10639e+06,1.11442e+06,1.12412e+06,1.12966e+06,1.13516e+06,1.1405e+06,1.14248e+06,1.14742e+06,1.15302e+06,1.15917e+06,1.16705e+06,1.16891e+06,1.17623e+06,1.1779e+06,1.17958e+06,1.1822e+06,1.17714e+06,1.18551e+06,1.18484e+06,1.18841e+06,1.18494e+06,1.1886e+06,1.18213e+06,1.18367e+06,1.1767e+06,1.17454e+06,1.17428e+06,1.1711e+06,1.16745e+06,1.16293e+06,1.16109e+06,1.15865e+06,1.15455e+06,1.1532e+06,1.14938e+06,1.14208e+06,1.14355e+06,1.13955e+06,1.13896e+06,1.13855e+06,1.13126e+06
1.12123e+06,1.1178e+06,1.11047e+06,1.10605e+06,1.09954e+06,1.09426e+06,1.08797e+06,1.07938e+06,1.07349e+06,1.07e+06,1.06395e+06,1.05928e+06,1.05784e+06,1.05264e+06,1.05529e+06,1.05041e+06,1.04994e+06,1.0555e+06,1.05488e+06,1.06507e+06,1.07181e+06,1.08021e+06,1.09023e+06,1.0993e+06,1.11259e+06,1.11824e+06,1.12084e+06,1.12908e+06,1.13266e+06,1.13637e+06,1.14036e+06,1.14714e+06,1.15211e+06,1.15651e+06,1.16635e+06,1.16897e+06,1.16984e+06,1.16957e+06,1.17344e+06,1.17316e+06,1.17853e+06,1.17847e+06,1.17723e+06,1.17658e+06,1.18091e+06,1.17648e+06,1.17421e+06,1.17298e+06,1.16682e+06,1.16211e+06,1.16439e+06,1.1571e+06,1.15368e+06,1.15149e+06,1.15014e+06,1.1457e+06,1.14399e+06,1.13892e+06,1.13761e+06,1.1334e+06,1.13358e+06,1.12859e+06,1.12679e+06,1.12455e+06
1.11578e+06,1.10634e+06,1.1004e+06,1.09792e+06,1.09627e+06,1.08795e+06,1.07959e+06,1.0724e+06,1.06567e+06,1.05982e+06,1.05256e+06,1.05601e+06,1.05087e+06,1.04971e+06,1.04729e+06,1.04601e+06,1.04733e+06,1.04568e+06,1.05359e+06,1.06013e+06,1.06671e+06,1.07366e+06,1.08416e+06,1.09465e+06,1.1011e+06,1.11194e+06,1.11655e+06,1.12288e+06,1.12316e+06,1.12967e+06,1.13541e+06,1.1417e+06,1.14759e+06,1.1503e+06,1.15673e+06,1.16072e+06,1.16002e+06,1.16303e+06,1.16318e+06,1.16639e+06,1.17013e+06,1.17095e+06,1.17148e+06,1.1694e+06,1.16735e+06,1.16726e+06,1.16231e+06,1.15994e+06,1.15954e+06,1.15814e+06,1.15427e+06,1.15097e+06,1.15123e+06,1.14277e+06,1.14171e+06,1.13981e+06,1.13684e+06,1.13353e+06,1.12888e+06,1.12244e+06,1.12212e+06,1.1195e+06,1.12101e+06,1.11651e+06
1.10396e+06,1.1043e+06,1.09426e+06,1.08984e+06,1.08085e+06,1.07568e+06,1.07317e+06,1.06612e+06,1.05816e+06,1.05691e+06,1.05212e+06,1.04839e+06,1.04724e+06,1.04111e+06,1.0413e+06,1.04072e+06,1.04159e+06,1.04323e+06,1.04708e+06,1.05328e+06,1.06076e+06,1.06787e+06,1.07593e+06,1.08799e+06,1.09419e+06,1.10253e+06,1.10703e+06,1.11373e+06,1.11901e+06,1.12188e+06,1.12704e+06,1.13434e+06,1.13986e+06,1.13735e+06,1.14482e+06,1.14889e+06,1.1526e+06,1.15439e+06,1.16083e+06,1.15667e+06,1.15827e+06,1.15977e+06,1.16166e+06,1.16009e+06,1.16263e+06,1.15818e+06,1.15255e+06,1.15341e+06,1.1509e+06,1.14626e+06,1.14759e+06,1.14702e+06,1.14176e+06,1.13606e+06,1.13272e+06,1.1274e+06,1.12508e+06,1.12302e+06,1.11797e+06,1.11488e+06,1.10921e+06,1.11066e+06,1.11343e+06,1.10205e+06
1.09764e+06,1.09422e+06,1.08228e+06,1.0799e+06,1.07466e+06,1.06746e+06,1.06108e+06,1.05785e+06,1.05411e+06,1.05017e+06,1.04115e+06,1.0442e+06,1.03899e+06,1.03766e+06,1.03358e+06,1.03038e+06,1.03244e+06,1.03715e+06,1.03997e+06,1.04736e+06,1.05439e+06,1.06287e+06,1.06686e+06,1.07441e+06,1.08507e+06,1.09361e+06,1.10046e+06,1.10749e+06,1.11679e+06,1.11477e+06,1.12385e+06,1.12954e+06,1.1275e+06,1.13758e+06,1.13679e+06,1.13936e+06,1.14216e+06,1.14528e+06,1.14981e+06,1.1513e+06,1.15539e+06,1.15461e+06,1.1542e+06,1.15241e+06,1.14955e+06,1.15254e+06,1.14807e+06,1.14366e+06,1.14156e+06,1.13726e+06,1.13882e+06,1.13664e+06,1.13338e+06,1.12527e+06,1.13089e+06,1.11937e+06,1.11943e+06,1.11603e+06,1.10794e+06,1.10809e+06,1.10152e+06,1.10099e+06,1.09914e+06,1.09453e+06
1.09039e+06,1.08213e+06,1.07769e+06,1.0708e+06,1.0675e+06,1.0596e+06,1.05789e+06,1.05198e+06,1.04912e+06,1.04302e+06,1.03685e+06,1.04026e+06,1.02618e+06,1.02667e+06,1.02848e+06,1.02797e+06,1.02753e+06,1.03247e+06,1.03439e+06,1.04156e+06,1.04585e+06,1.0529e+06,1.06122e+06,1.06601e+06,1.0747e+06,1.08391e+06,1.09058e+06,1.09972e+06,1.10157e+06,1.1093e+06,1.1153e+06,1.11651e+06,1.12156e+06,1.12426e+06,1.12745e+06,1.13251e+06,1.13488e+06,1.13689e+06,1.14106e+06,1.14012e+06,1.14551e+06,1.14021e+06,1.14593e+06,1.14434e+06,1.14236e+06,1.14117e+06,1.14257e+06,1.13352e+06,1.1311e+06,1.12738e+06,1.13137e+06,1.12864e+06,1.12546e+06,1.12449e+06,1.11696e+06,1.11105e+06,1.10972e+06,1.10388e+06,1.10187e+06,1.09258e+06,1.09188e+06,1.09233e+06,1.09126e+06,1.08626e+06
1.0785e+06,1.07524e+06,1.06862e+06,1.06146e+06,1.05788e+06,1.05648e+06,1.04831e+06,1.04288e+06,1.04279e+06,1.03461e+06,1.03115e+06,1.02828e+06,1.0221e+06,1.01708e+06,1.01749e+06,1.01741e+06,1.02042e+06,1.02048e+06,1.0285e+06,1.03078e+06,1.04077e+06,1.04477e+06,1.04617e+06,1.05495e+06,1.06568e+06,1.07537e+06,1.08522e+06,1.09181e+06,1.09607e+06,1.1052e+06,1.1104e+06,1.1111e+06,1.11556e+06,1.11995e+06,1.11767e+06,1.12391e+06,1.1265e+06,1.12936e+06,1.12657e+06,1.13346e+06,1.13608e+06,1.13717e+06,1.13549e+06,1.13763e+06,1.13305e+06,1.1357e+06,1.13227e+06,1.12749e+06,1.12386e+06,1.12383e+06,1.12304e+06,1.11994e+06,1.11786e+06,1.10987e+06,1.10877e+06,1.10448e+06,1.10098e+06,1.0958e+06,1.08992e+06,1.08537e+06,1.08186e+06,1.08426e+06,1.08341e+06,1.07853e+06
