p00,p01,p10,p11,gridN,res0,res1,shapeX,shapeY,amplitude,truncation,maxN,rounds,iters,snaps,evolutionRate,evolutionChance,mutationRate,seed1,seed2
1,5,0,3,64,2,2,8.0,8.0,1,100,1,10000,60,100,0.5,0.5,0.005,4501,7565
