0.425074,0.426062,0.426597,0.425206,0.503694,0.299428,0.407823,0.32263,0.631181,0.19793,0.367521,0.20721,0.751595,0.125836,0.35647,0.155653,0.830596,0.0987051,0.361306,0.126041,0.804452,0.11247,0.384637,0.172923,0.678517,0.186961,0.406884,0.241091,0.579284,0.296906,0.409773,0.310218,0.413581,0.420158,0.425338,0.421833,0.32237,0.523487,0.4307,0.509741,0.300129,0.571717,0.364215,0.648282,0.333675,0.535953,0.289402,0.777584,0.428134,0.430621,0.23029,0.865257,0.516131,0.354193,0.228697,0.824662,0.55241,0.31144,0.253164,0.668306,0.523975,0.326427,0.322024,0.542812,0.448201,0.429414,0.46153,0.416518,0.315834,0.546284,0.538812,0.340434,0.262895,0.706847,0.698448,0.303153,0.252007,0.858454,0.806629,0.320988,0.290657,0.891336,0.849205,0.390939,0.36429,0.815996,0.748385,0.465521,0.414062,0.668756,0.611534,0.52224,0.444993,0.507536,0.494792,0.508524,0.428803,0.411879,0.432673,0.422832,0.394911,0.350378,0.35468,0.348919,0.428653,0.295929,0.290587,0.305216,0.478922,0.315743,0.228019,0.365801,0.537789,0.384518,0.183458,0.409503,0.578877,0.448339,0.204805,0.496111,0.568697,0.473919,0.248662,0.538106,0.524863,0.46516,0.336363,0.50813
0.327266,0.452097,0.558485,0.394388,0.383077,0.338189,0.513538,0.289581,0.515971,0.210396,0.482879,0.212311,0.640611,0.121806,0.478819,0.151488,0.716466,0.101978,0.465016,0.168079,0.722021,0.121514,0.500427,0.21227,0.603026,0.181903,0.539077,0.315235,0.500128,0.296232,0.541526,0.429704,0.388409,0.414911,0.551936,0.509057,0.295826,0.522806,0.535993,0.612239,0.270896,0.532919,0.520687,0.747415,0.318101,0.526446,0.368734,0.822946,0.386345,0.449841,0.325463,0.848817,0.541298,0.355753,0.250156,0.773223,0.589077,0.3402,0.25492,0.600707,0.585182,0.368931,0.305371,0.478124,0.461885,0.439949,0.417178,0.356255,0.358035,0.570027,0.516666,0.28403,0.310194,0.726894,0.657604,0.258941,0.302486,0.833129,0.759771,0.302785,0.36585,0.860962,0.75669,0.357189,0.448089,0.745921,0.661885,0.437807,0.535953,0.587326,0.498917,0.478925,0.560883,0.439228,0.404927,0.440915,0.527918,0.339712,0.31765,0.370249,0.532237,0.278381,0.286355,0.297078,0.530028,0.262181,0.227356,0.283121,0.599967,0.295788,0.186304,0.334114,0.647941,0.372712,0.186801,0.404921,0.658494,0.477879,0.211695,0.51903,0.624495,0.545111,0.292299,0.567843,0.572882,0.565944,0.409477,0.568909
0.220899,0.423907,0.725331,0.372627,0.290111,0.345129,0.664334,0.303542,0.384517,0.201128,0.645587,0.204948,0.499947,0.11878,0.628578,0.174557,0.564482,0.0892882,0.623208,0.198282,0.560617,0.105398,0.643309,0.28037,0.504587,0.160781,0.682299,0.413382,0.401701,0.261575,0.707883,0.544341,0.299952,0.356222,0.72174,0.633182,0.246042,0.439961,0.72966,0.711171,0.24676,0.481011,0.631941,0.787916,0.293096,0.455691,0.486907,0.829897,0.410858,0.415425,0.34904,0.783624,0.511368,0.349776,0.254029,0.664415,0.626132,0.344182,0.219312,0.504452,0.611521,0.363796,0.267294,0.392584,0.547218,0.44486,0.359671,0.283268,0.436398,0.542521,0.460289,0.248321,0.420719,0.652483,0.571258,0.228787,0.425853,0.740341,0.635595,0.258374,0.492444,0.744808,0.634331,0.320965,0.595936,0.622428,0.541372,0.403375,0.687998,0.468203,0.431186,0.448998,0.73566,0.350575,0.331403,0.448511,0.686752,0.262159,0.306245,0.362586,0.643158,0.215978,0.251461,0.305164,0.654284,0.202948,0.216768,0.295776,0.655978,0.238769,0.194157,0.317945,0.675367,0.337069,0.19499,0.409407,0.662835,0.464152,0.238191,0.513743,0.646052,0.581701,0.309053,0.569786,0.560206,0.639694,0.430717,0.570557
0.15212,0.388811,0.882392,0.357059,0.210562,0.281347,0.836822,0.266386,0.30058,0.191797,0.740533,0.215297,0.367002,0.120258,0.746006,0.199869,0.425502,0.0937521,0.744927,0.267296,0.406576,0.099597,0.771114,0.389254,0.37142,0.156471,0.828573,0.553345,0.295108,0.209857,0.869233,0.666987,0.234927,0.280023,0.909368,0.72457,0.194846,0.332819,0.903454,0.769508,0.190911,0.374405,0.807003,0.777819,0.251263,0.379377,0.588541,0.727789,0.3779,0.361286,0.406825,0.625298,0.477157,0.33945,0.283184,0.539907,0.594647,0.320868,0.227509,0.368148,0.638334,0.36189,0.235455,0.270316,0.594592,0.400857,0.286501,0.239875,0.542229,0.452174,0.342897,0.208954,0.541452,0.515387,0.436093,0.220427,0.610475,0.580875,0.486387,0.275742,0.688931,0.572398,0.4849,0.364317,0.795381,0.51223,0.424361,0.451583,0.860423,0.388525,0.379737,0.512499,0.867063,0.287814,0.330206,0.492101,0.798588,0.192881,0.295422,0.439283,0.740889,0.154683,0.278669,0.351583,0.68569,0.140412,0.255029,0.337215,0.662396,0.184033,0.226296,0.343441,0.637954,0.271463,0.221249,0.384502,0.587697,0.362882,0.238748,0.444412,0.514516,0.518381,0.303468,0.467244,0.497323,0.622558,0.386439,0.481692
0.134453,0.352134,0.957876,0.37744,0.210886,0.24763,0.840379,0.266806,0.234369,0.184795,0.789004,0.234076,0.304437,0.116768,0.768682,0.243956,0.32015,0.0952555,0.744171,0.343513,0.298903,0.104323,0.790338,0.479699,0.278193,0.154895,0.832404,0.634323,0.219066,0.18119,0.916648,0.727781,0.192225,0.209325,0.964562,0.7425,0.162021,0.274634,0.960025,0.745394,0.202598,0.29428,0.903965,0.649418,0.241824,0.308053,0.693775,0.552587,0.322033,0.31611,0.460867,0.416101,0.453674,0.31672,0.308912,0.32478,0.574514,0.329763,0.195517,0.247015,0.624,0.311152,0.179816,0.235121,0.639514,0.321598,0.212212,0.214048,0.655836,0.341376,0.271526,0.205126,0.727374,0.386004,0.314283,0.274651,0.793643,0.436068,0.335146,0.34607,0.911426,0.418601,0.344013,0.486256,0.976072,0.408607,0.352507,0.553466,0.971754,0.334653,0.323048,0.57938,0.903574,0.248551,0.35484,0.571747,0.835289,0.188119,0.359662,0.517603,0.761807,0.152699,0.35669,0.447529,0.645328,0.106382,0.334735,0.403878,0.579902,0.105189,0.302051,0.368854,0.540439,0.207877,0.262387,0.365293,0.45482,0.300505,0.266997,0.365147,0.41307,0.447261,0.27859,0.367049,0.390678,0.571191,0.331837,0.376139
0.168028,0.340197,0.862698,0.393931,0.206416,0.238802,0.781146,0.2877,0.273287,0.163255,0.691283,0.280622,0.303017,0.141401,0.650886,0.305593,0.300583,0.114232,0.617595,0.398645,0.247752,0.128828,0.668672,0.535589,0.240659,0.145594,0.735004,0.649307,0.201762,0.190622,0.812344,0.742098,0.17609,0.201988,0.890414,0.690764,0.202299,0.232369,0.936369,0.607742,0.210883,0.245419,0.874004,0.503114,0.251472,0.294531,0.663316,0.365301,0.302638,0.317392,0.517337,0.272144,0.373599,0.336478,0.320128,0.212003,0.470835,0.320992,0.244495,0.224305,0.558834,0.315289,0.203493,0.20206,0.617182,0.287947,0.224941,0.227954,0.6753,0.286908,0.236738,0.260566,0.802266,0.299764,0.240539,0.326907,0.920557,0.335386,0.244647,0.443933,1,0.370126,0.268419,0.549302,0.98976,0.359757,0.303486,0.644693,0.969166,0.338809,0.335561,0.65207,0.861948,0.277117,0.375902,0.649319,0.73787,0.223245,0.41555,0.585258,0.649557,0.145251,0.457886,0.521626,0.54002,0.115546,0.463033,0.451898,0.448342,0.101328,0.40253,0.366074,0.367065,0.113868,0.33839,0.326821,0.331721,0.216476,0.285194,0.308751,0.326645,0.306924,0.253249,0.288275,0.302314,0.435157,0.294566,0.300639
0.241998,0.32141,0.697709,0.408245,0.295281,0.259831,0.618566,0.312633,0.351825,0.177006,0.545275,0.278264,0.341097,0.157401,0.519818,0.315368,0.316323,0.16675,0.500429,0.444139,0.279995,0.176193,0.518443,0.51911,0.248154,0.22133,0.569107,0.650199,0.224192,0.236613,0.638557,0.678337,0.239086,0.239003,0.707226,0.581397,0.25201,0.230336,0.773024,0.483648,0.250034,0.267411,0.757639,0.36888,0.273832,0.295171,0.659684,0.245096,0.275813,0.353168,0.508093,0.161495,0.340994,0.380958,0.378698,0.159806,0.389749,0.366728,0.268117,0.194989,0.459692,0.353802,0.247752,0.218838,0.570329,0.309381,0.237276,0.281984,0.70158,0.277276,0.261958,0.356502,0.843122,0.267753,0.240519,0.489246,0.969477,0.305169,0.250624,0.553445,0.989976,0.355419,0.24719,0.641055,1,0.389666,0.26301,0.693402,0.83077,0.393486,0.335828,0.669371,0.720596,0.359663,0.381127,0.630983,0.624072,0.271669,0.474163,0.59516,0.499937,0.199654,0.535694,0.556864,0.395345,0.113823,0.552852,0.470961,0.327797,0.107283,0.502713,0.364029,0.274042,0.095274,0.388193,0.294738,0.264023,0.144483,0.292721,0.248194,0.2689,0.241574,0.2541,0.249435,0.261033,0.356504,0.2618,0.262766
0.323361,0.367506,0.545866,0.410144,0.41602,0.268441,0.470548,0.333691,0.454495,0.231495,0.376067,0.296066,0.4523,0.219077,0.329671,0.330488,0.390972,0.220029,0.307752,0.428966,0.338183,0.254348,0.358128,0.520705,0.29748,0.305729,0.407631,0.61652,0.287188,0.339107,0.494824,0.590197,0.325482,0.310193,0.55021,0.480523,0.29949,0.290411,0.651304,0.37075,0.344616,0.30724,0.636512,0.27682,0.32834,0.369303,0.593848,0.170476,0.28072,0.431883,0.536584,0.125309,0.312137,0.448749,0.40148,0.140237,0.312275,0.448762,0.36386,0.204806,0.385921,0.419109,0.314124,0.267925,0.485762,0.349754,0.326118,0.354423,0.616617,0.276513,0.307653,0.434857,0.767914,0.289289,0.295603,0.541354,0.928566,0.318536,0.252948,0.632593,1,0.395655,0.244936,0.6929,0.92731,0.436174,0.247079,0.685503,0.781999,0.458473,0.304813,0.617051,0.613175,0.429122,0.384518,0.574869,0.490213,0.353958,0.484492,0.540568,0.392812,0.269928,0.568141,0.503162,0.311987,0.158831,0.595402,0.415995,0.242365,0.118658,0.526655,0.334659,0.240117,0.0891996,0.442809,0.280693,0.2557,0.132272,0.342074,0.264674,0.316924,0.213349,0.303404,0.284922,0.32947,0.322272,0.299818,0.294216
0.414725,0.385264,0.433159,0.39689,0.491854,0.344088,0.342598,0.327813,0.552707,0.269063,0.287401,0.288441,0.540864,0.26975,0.246567,0.31478,0.495623,0.284206,0.211084,0.398101,0.457886,0.35183,0.236332,0.476901,0.404515,0.403153,0.306374,0.552942,0.381301,0.421594,0.36977,0.514908,0.4081,0.411352,0.423787,0.43316,0.445254,0.400908,0.463573,0.353512,0.438657,0.430614,0.526615,0.211309,0.379001,0.47612,0.534616,0.13623,0.314439,0.526689,0.528121,0.134014,0.278745,0.578108,0.489536,0.155466,0.293799,0.54234,0.44646,0.233934,0.353149,0.480727,0.43476,0.341149,0.416257,0.42347,0.424234,0.417058,0.511783,0.380877,0.405941,0.50428,0.701878,0.338444,0.373743,0.62016,0.85236,0.379636,0.312456,0.685937,0.921635,0.465771,0.253808,0.674176,0.83203,0.534879,0.255297,0.622857,0.683796,0.55065,0.269,0.533554,0.517748,0.525916,0.31844,0.429722,0.405313,0.408456,0.43519,0.434708,0.32807,0.310328,0.514894,0.398959,0.269765,0.218587,0.557391,0.355456,0.248966,0.161305,0.517084,0.288612,0.251681,0.0983818,0.469442,0.270929,0.325429,0.152827,0.378725,0.302214,0.358782,0.193766,0.330096,0.304919,0.406109,0.287557,0.35658,0.362648
0.47567,0.456547,0.339802,0.400255,0.56613,0.403389,0.263116,0.314044,0.630053,0.347504,0.225986,0.282176,0.644341,0.339101,0.171037,0.29703,0.603856,0.390649,0.153912,0.390146,0.565062,0.458989,0.188589,0.435212,0.521813,0.520332,0.228465,0.490252,0.500123,0.547939,0.305156,0.461626,0.521431,0.519109,0.327717,0.379928,0.570216,0.498377,0.384123,0.277219,0.526261,0.514598,0.435948,0.20152,0.443414,0.576912,0.505385,0.152381,0.372943,0.640367,0.522605,0.159904,0.27186,0.677221,0.529279,0.187971,0.251048,0.645261,0.523619,0.285293,0.309409,0.590829,0.531019,0.412273,0.348763,0.548211,0.542752,0.517114,0.47646,0.433637,0.506286,0.661093,0.614795,0.41736,0.448068,0.709372,0.753624,0.468021,0.352213,0.709075,0.819039,0.510511,0.280545,0.675929,0.750327,0.581482,0.233047,0.549117,0.608528,0.610783,0.238038,0.427338,0.468554,0.576178,0.29212,0.34316,0.355518,0.493027,0.370804,0.321133,0.301849,0.383271,0.466219,0.321294,0.220472,0.258176,0.491374,0.259458,0.219288,0.177274,0.517827,0.256464,0.268743,0.128006,0.468259,0.263419,0.351928,0.151018,0.420653,0.309047,0.431797,0.21678,0.407881,0.377924,0.502545,0.317725,0.410692,0.450247
