143608,143840,143301,144163,143163,145461,147404,148739,151860,153223,154662,155286,156913,157699,156891,156874,157057,158298,158401,160825,161317,161737,157873,155088,153117,150683,151487,148191,145438,144949,143800,143592
141183,142279,143743,145847,149224,151255,154633,157606,161433,165420,165443,166279,163533,162726,159186,159338,160063,161527,166777,170008,171556,169043,168071,161697,157308,154209,150048,147538,144630,142837,141879,141002
139453,141268,144345,147874,150764,154478,158352,160741,165848,169019,171465,170542,170781,166448,164670,163203,163493,164952,169118,172096,173934,170617,168189,165194,159035,154947,150516,147234,142873,141571,139371,139267
137331,142019,145957,148978,151437,155109,160065,164182,169153,171738,175162,175617,173135,172069,169200,166786,165930,167428,170269,171943,173890,171796,168820,165267,160716,155346,148748,144965,141117,138751,137541,137014
136546,142946,145823,149707,152573,155432,160700,166428,170060,174344,176998,177443,177491,176677,173367,171338,167903,166832,168652,169223,170050,170699,167628,162245,158598,154381,149065,143082,140263,136625,134839,134568
135889,142868,146250,148695,152427,156430,162030,166637,172688,176219,179290,181248,181320,181265,179309,174478,170912,167382,165820,165818,165263,164575,162560,160731,155012,151080,145199,141131,137643,133598,132944,133105
135121,140814,145153,148244,151758,156147,161209,167290,175575,180173,183670,185197,186151,186903,184294,182139,175222,171170,166160,161247,159535,157470,157405,153095,152153,148260,142667,138873,136144,134318,131679,134238
135700,138737,143131,146160,150796,153903,160974,168575,175506,182289,186825,187473,189580,190278,189975,187796,181628,174017,168656,162376,158258,154661,152093,148091,148630,145613,143839,140222,137136,136096,133742,134800
139081,139370,142476,143753,149517,156126,161879,169544,178690,186364,188419,193846,193910,194721,192930,190339,186130,179005,171352,165453,157765,154213,148931,147221,146504,143385,142668,140111,139167,137619,138894,137942
137589,139420,141441,145090,149629,157641,163400,172525,180632,187359,194547,195567,198337,197748,195047,190731,184317,179209,173255,168032,161809,154677,150276,146642,144311,143116,141907,142847,141146,140538,140405,138315
141067,137571,143900,146895,152573,156261,166479,174639,183142,192128,197831,201665,202540,199318,195525,190431,184362,177803,174590,169019,163116,157780,152359,147855,145598,144297,143215,142056,142211,142134,143604,140009
143759,143772,144109,144473,154527,159894,167758,177072,184287,193143,198634,202502,202303,197552,193201,187067,182264,177170,172723,169443,163264,159296,154400,149113,145620,145185,143544,143326,143585,144885,143823,142386
145175,145616,145054,151017,155289,161732,169953,177204,185825,193194,197713,199672,197519,192901,189043,184324,180656,174835,170858,166597,162497,158177,154283,150490,147600,145071,145262,144305,146004,145379,146025,146166
148903,148794,152641,150900,159573,160979,169146,174151,183941,190587,194127,194193,191529,188274,182530,180419,175814,172194,168766,166029,162652,157542,153687,152855,149491,148747,147830,148351,146431,149097,149848,149538
155266,155721,153236,156188,158324,163693,169265,176863,181180,185621,190046,188863,187182,184354,178360,175076,173099,171511,168905,167279,163859,159411,159211,155740,153048,150362,151498,150935,152569,153791,153561,155531
160283,159538,159134,160373,159645,162472,165797,169674,175340,180470,182201,182583,182455,179437,172813,170816,169172,168329,169459,166253,166730,163885,160055,157931,157372,155399,154825,156650,158578,158642,161316,161045
167633,164696,163031,161243,160327,160134,163690,166803,169630,174484,175876,177401,174643,172488,169536,167375,165977,168230,169981,169719,168309,166452,165457,162705,160098,158890,159653,161958,162289,165115,167592,165298
172062,167761,165439,163442,159879,158380,159508,161362,163695,167221,168942,169711,168303,165858,164273,163331,164925,165507,166478,167954,168857,168735,166256,165144,163507,161345,162192,165060,170115,170684,172938,171080
174861,172397,169532,163803,160986,155666,155636,154647,157723,160069,159615,161790,159938,160576,159006,158226,160376,163171,164246,167456,166854,170412,167616,165339,165359,165372,165989,169817,172563,174021,177853,176394
177342,174405,170472,165403,159068,155652,151494,150287,149195,152525,154603,153695,153506,151304,153036,155820,160549,158541,164295,164500,170599,167438,167567,168085,165390,165807,167869,171070,174837,178001,178760,179898
178789,174321,170312,166234,159101,153931,147923,145857,146378,147235,146245,147499,148077,149665,151566,153728,155216,162278,162239,164299,166799,167614,170241,166332,167855,166472,170555,172600,177077,178441,181628,180567
177455,174269,169737,163792,157609,151844,147069,144696,143262,143486,145331,143383,143885,144097,148551,150709,155913,155953,163946,163682,167655,165745,165751,166052,167437,167617,169130,171566,177994,178306,179983,178258
175287,171386,166723,163755,157286,151227,145770,143379,142449,142742,141377,143718,143594,146165,148296,152532,157586,159777,162895,167714,164333,166785,165895,165730,162887,165732,170403,173367,174932,176683,178975,176324
171873,167702,163656,158721,153691,149975,146438,145370,143957,143170,144565,142049,144743,146545,151326,155382,158652,162679,161979,164760,167325,165048,163437,165592,162732,163448,167447,172051,174361,175296,175318,173722
169164,166482,161256,156402,152150,150110,146851,146065,146126,145372,145573,146160,146558,150302,154181,157295,163204,164119,168662,168534,167897,164666,161891,160245,161236,161982,165197,169423,171799,172708,173873,171444
166242,163376,158119,153840,150319,148919,146807,146719,147161,147534,148072,147915,150463,151892,155252,161625,163846,167829,168763,168955,167226,164819,162169,160414,157330,159647,162161,166073,168359,169096,168545,167245
162793,159780,155939,151829,146959,146271,146772,147273,146653,148426,149773,150808,152208,155491,158730,162649,166052,168599,169258,170407,168195,166665,160602,158708,157622,158373,161116,163077,164939,165968,165868,163787
159001,157173,152898,148774,146382,144488,144932,145905,147480,149970,151363,152992,154444,155864,160304,163950,165680,170641,170568,169860,168552,166578,162709,159381,156625,156516,158879,160396,161235,160724,160378,161482
155189,152950,150080,147365,144351,143045,144174,145856,146156,148828,150585,154047,154138,157920,159022,163261,165609,167382,168287,167784,166495,163776,160892,158214,156521,154965,156258,156298,157739,158398,157362,155940
151873,150368,148888,144589,142411,141679,140228,142666,144163,145980,148742,150818,153573,155434,158025,161764,163891,165927,164949,164399,162561,160291,157266,155242,154293,153708,154189,155076,154220,154197,153614,153318
149135,147318,145462,143274,140410,138747,139289,139661,139960,141581,144394,147576,151070,153913,156761,158260,160747,159925,158646,156598,154678,155990,151944,152604,151125,151191,152690,151136,151120,150732,149889,149657
145109,145839,144312,142579,142057,141099,141511,143486,144075,147021,147809,149609,152188,154428,156740,157832,158362,157260,158455,156722,157956,154322,153953,152550,151365,151345,150006,149925,148654,147917,147111,147444
